JobID,Skill,Competency,Sector,Track,Grade,JobRole
101,Regulatory Compliance ,3,Accountancy,Restructuring and Insolvency,3,Restructuring and Insolvency Associate/Restructuring and Insolvency Executive
101,Restructuring Insolvency Advisory ,3,Accountancy,Restructuring and Insolvency,3,Restructuring and Insolvency Associate/Restructuring and Insolvency Executive
101,Stakeholder Management ,3,Accountancy,Restructuring and Insolvency,3,Restructuring and Insolvency Associate/Restructuring and Insolvency Executive
101,Transaction Due Diligence ,2,Accountancy,Restructuring and Insolvency,3,Restructuring and Insolvency Associate/Restructuring and Insolvency Executive
101,Valuation ,2,Accountancy,Restructuring and Insolvency,3,Restructuring and Insolvency Associate/Restructuring and Insolvency Executive
101,Business Development ,2,Accountancy,Restructuring and Insolvency,3,Restructuring and Insolvency Associate/Restructuring and Insolvency Executive
101,Teamwork ,2,Accountancy,Restructuring and Insolvency,3,Restructuring and Insolvency Associate/Restructuring and Insolvency Executive
101,Sense Making ,2,Accountancy,Restructuring and Insolvency,3,Restructuring and Insolvency Associate/Restructuring and Insolvency Executive
101,Interpersonal Skills ,1,Accountancy,Restructuring and Insolvency,3,Restructuring and Insolvency Associate/Restructuring and Insolvency Executive
101,Communication ,1,Accountancy,Restructuring and Insolvency,3,Restructuring and Insolvency Associate/Restructuring and Insolvency Executive
101,Problem Solving ,1,Accountancy,Restructuring and Insolvency,3,Restructuring and Insolvency Associate/Restructuring and Insolvency Executive
102,Business Acumen ,4,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Business Negotiation ,4,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Capital Raising ,3,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Cash Flow Management ,3,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Claims Management ,3,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Conflict Management ,3,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Corporate and Business Law ,4,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Data Analytics ,4,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Data Governance ,4,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Data Storytelling and Visualisation ,4,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Debt Restructuring ,4,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Financial Analysis ,4,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Financial Management ,3,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Financial Modelling ,4,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Financial Statements Analysis ,4,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Professional and Business Ethics ,4,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Project Execution and Control ,3,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Regulatory Compliance ,4,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Restructuring Insolvency Advisory ,4,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Stakeholder Management ,4,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Transaction Due Diligence ,3,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Valuation ,2,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Business Development ,3,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Teamwork ,2,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Sense Making ,2,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Communication ,2,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Problem Solving ,2,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
102,Creative Thinking ,2,Accountancy,Restructuring and Insolvency,4,Restructuring and Insolvency Senior/Restructuring and Insolvency Senior Executive
103,Business Acumen ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Business Negotiation ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Capital Raising ,4,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Cash Flow Management ,4,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Claims Management ,4,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Conflict Management ,4,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Corporate and Business Law ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Data Analytics ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Data Governance ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Data Storytelling and Visualisation ,4,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Debt Restructuring ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Financial Analysis ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Financial Management ,4,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Financial Modelling ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Financial Statements Analysis ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Professional and Business Ethics ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Project Execution and Control ,4,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Regulatory Compliance ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Restructuring Insolvency Advisory ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Stakeholder Management ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Transaction Due Diligence ,4,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Valuation ,3,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Business Development ,4,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Teamwork ,3,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Communication ,3,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Problem Solving ,3,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Decision Making ,3,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
103,Developing People ,2,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Manager
104,Business Acumen ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Business Negotiation ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Capital Raising ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Cash Flow Management ,4,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Claims Management ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Conflict Management ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Corporate and Business Law ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Data Analytics ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Data Governance ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Data Storytelling and Visualisation ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Debt Restructuring ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Financial Analysis ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Financial Management ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Financial Modelling ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Financial Statements Analysis ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Professional and Business Ethics ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Project Execution and Control ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Regulatory Compliance ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Restructuring Insolvency Advisory ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Stakeholder Management ,5,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Transaction Due Diligence ,4,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Valuation ,3,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Business Development ,4,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Problem Solving ,3,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Creative Thinking ,3,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Decision Making ,3,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Developing People ,3,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
104,Leadership ,3,Accountancy,Restructuring and Insolvency,5,Restructuring and Insolvency Partner/Restructuring and Insolvency Director
105,Business Acumen ,3,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Data Analytics ,4,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Financial Statements Analysis ,3,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Professional and Business Ethics ,3,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Project Execution and Control ,3,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Teamwork ,1,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Sense Making ,1,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Interpersonal Skills ,2,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Communication ,1,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Auditor Independence ,3,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Business Innovation and Improvement ,3,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Business Process Analysis ,3,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Cyber Security ,3,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Due Professional Care ,3,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Enterprise Risk Management ,3,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Fraud Risk Management ,4,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Governance ,3,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Infocomm Security and Data Privacy ,3,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Information Gathering and Analysis ,4,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Internal Audit Engagement Execution ,4,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Internal Audit Engagement Planning ,4,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Internal Controls ,3,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Professional Standards ,3,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Risk Management ,3,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
105,Digital Literacy ,2,Accountancy,Internal Audit,3,Senior Internal Auditor/Internal Auditor
106,Business Acumen ,4,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Data Analytics ,4,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Financial Statements Analysis ,3,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Professional and Business Ethics ,4,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Project Execution and Control ,4,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Teamwork ,2,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Interpersonal Skills ,2,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Communication ,2,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Problem Solving ,2,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Auditor Independence ,4,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Business Innovation and Improvement ,3,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Business Process Analysis ,4,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Cyber Security ,4,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Due Professional Care ,3,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Enterprise Risk Management ,4,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Fraud Risk Management ,4,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Governance ,4,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Infocomm Security and Data Privacy ,4,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Information Gathering and Analysis ,4,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Internal Audit Engagement Execution ,5,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Internal Audit Engagement Planning ,4,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Internal Controls ,4,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Professional Standards ,4,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Risk Management ,4,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Digital Literacy ,3,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Digital Technology Environment Scanning ,3,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Internal Audit Function Management ,4,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
106,Internal Audit Quality Assurance ,4,Accountancy,Internal Audit,4,Internal Audit Assistant Manager
107,Business Acumen ,5,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Data Analytics ,5,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Financial Statements Analysis ,3,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Professional and Business Ethics ,5,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Project Execution and Control ,5,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Sense Making ,3,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Decision Making ,2,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Developing People ,2,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Leadership ,2,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Auditor Independence ,5,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Business Innovation and Improvement ,4,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Business Process Analysis ,5,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Cyber Security ,4,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Due Professional Care ,4,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Enterprise Risk Management ,5,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Fraud Risk Management ,5,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Governance ,5,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Infocomm Security and Data Privacy ,4,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Information Gathering and Analysis ,5,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Internal Audit Engagement Execution ,5,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Internal Audit Engagement Planning ,5,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Internal Controls ,5,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Professional Standards ,5,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Risk Management ,5,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Digital Technology Environment Scanning ,4,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Internal Audit Function Management ,5,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Internal Audit Quality Assurance ,5,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
107,Resource Management ,3,Accountancy,Internal Audit,5,Internal Audit Senior Manager/Internal Audit Manager
108,Business Acumen ,5,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Data Analytics ,5,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Financial Statements Analysis ,3,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Professional and Business Ethics ,5,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Interpersonal Skills ,3,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Communication ,3,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Decision Making ,3,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Developing People ,3,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Leadership ,3,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Auditor Independence ,5,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Business Innovation and Improvement ,5,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Business Process Analysis ,5,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Cyber Security ,4,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Due Professional Care ,4,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Enterprise Risk Management ,5,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Fraud Risk Management ,5,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Governance ,5,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Infocomm Security and Data Privacy ,5,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Information Gathering and Analysis ,5,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Internal Audit Engagement Execution ,5,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Internal Audit Engagement Planning ,5,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Internal Controls ,5,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Professional Standards ,5,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Risk Management ,5,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Digital Technology Environment Scanning ,5,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Internal Audit Function Management ,5,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
108,Internal Audit Quality Assurance ,5,Accountancy,Internal Audit,6,Chief Audit Executive/Head of Internal Audit
109,Business Acumen ,4,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Business Negotiation ,3,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Capital Raising ,3,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Conflict Management ,3,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Corporate and Business Law ,3,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Financial Analysis ,3,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Financial Management ,2,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Financial Modelling ,3,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Financial Statements Analysis ,3,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Professional and Business Ethics ,3,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Project Execution and Control ,3,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Regulatory Compliance ,3,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Stakeholder Management ,3,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Transaction Due Diligence ,2,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Valuation ,2,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Business Development ,2,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Communication ,2,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Problem Solving ,1,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Information Gathering and Analysis ,3,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Risk Management ,3,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Digital Literacy ,2,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Benchmarking ,3,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Macroeconomic Analysis ,3,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Post-deal Integration Management ,3,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Project Feasibility ,3,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Project Management ,3,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Risk Assessment ,4,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Treasury Management ,3,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Transdiciplinary Thinking ,1,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
109,Global Mindset ,1,Accountancy,Mergers and Acquisitions,3,Mergers and Acquisitions Associate/Mergers and Acquisitions Executive
110,Business Acumen ,4,Accountancy,Mergers and Acquisitions,4,Mergers and Acquisitions Senior/Mergers and Acquisitions Senior Executive
110,Business Negotiation ,4,Accountancy,Mergers and Acquisitions,4,Mergers and Acquisitions Senior/Mergers and Acquisitions Senior Executive
